Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Gopro inc,GPRO,"",11811821.0,110559000.0,0.00274468,0.0032,1933,639826.0,5.727052,addition,9.3441817,Q3 2014,INFORMATION TECHNOLOGY,13F,09/30/2021,26.0445,11.55
Community health systems  inc.,CYH,"",9357421.0,109482000.0,0.00271794,0.0032,1934,933966.0,11.087683,addition,7.0847632,Q2 2002,HEALTH CARE,13F,09/30/2021,13.2573,14.76
Nlight inc,LASR,"",3876554.0,109280000.0,0.00271293,0.0034,1935,85927.0,2.266828,addition,8.9738904,Q2 2018,INDUSTRIALS,13F,09/30/2021,24.6209,27.13
Ballard power systems  inc.,BLDP,"",7763428.0,109075000.0,0.00270784,0.0034,1936,266679.0,3.557262,addition,2.6086489,Q4 2017,INDUSTRIALS,13F,09/30/2021,16.8214,16.67
Hawaiian holdings  inc.,HA,"",5031832.0,108989000.0,0.00270571,0.0031,1937,-36610.0,-0.722313,reduction,9.8262063,Q2 2004,TRANSPORTS,13F,09/30/2021,26.17,21.4
Live oak bancshares inc,LOB,"",1706319.0,108572000.0,0.00269535,0.0025,1938,21918.0,1.301234,addition,3.9869390,Q3 2015,FINANCE,13F,09/30/2021,27.4804,94.81
Netease inc adr,NTES,"",1270217.0,108476000.0,0.00269297,0.0309,1939,-9510372.0,-88.217555,reduction,0.1893075,Q4 2015,COMMUNICATIONS,13F,09/30/2021,55.7,112.49
Brookdale senior living inc.,BKD,"",17154619.0,108075000.0,0.00268302,0.0034,1940,12040.0,0.070234,addition,9.2575533,Q4 2005,HEALTH CARE,13F,09/30/2021,20.0503,7.0
Dynavax technologies corp,DVAX,"",5620510.0,107971000.0,0.00268043,0.0014,1941,-164866.0,-2.849702,reduction,4.8976172,Q4 2004,HEALTH CARE,13F,09/30/2021,48.03,16.96
Huron consulting group inc,HURN,"",2066072.0,107437000.0,0.00266718,0.0025,1942,15440.0,0.752939,addition,9.2046772,Q4 2004,INDUSTRIALS,13F,09/30/2021,46.3327,51.06
The joint corp,JYNT,"",1092676.0,107104000.0,0.00265891,0.0019,1943,183890.0,20.234687,addition,7.6006512,Q2 2015,HEALTH CARE,13F,09/30/2021,42.4038,92.83
Inogen inc,INGN,"",2469350.0,106405000.0,0.00264156,0.0038,1944,117932.0,5.015357,addition,10.9210462,Q1 2014,HEALTH CARE,13F,09/30/2021,64.9249,33.06
Aarons holdings company  inc.,AAN,"",3863433.0,106400000.0,0.00264143,0.0031,1945,-18236.0,-0.469798,reduction,11.8247006,Q4 2020,CONSUMER DISCRETIONARY,13F,09/30/2021,19.83,25.08
H&e equipment services inc,HEES,"",3058728.0,106168000.0,0.00263567,0.0025,1946,1882.0,0.061567,addition,8.4746672,Q1 2006,INDUSTRIALS,13F,09/30/2021,24.5862,45.37
Brp inc,DOOO,"",1145191.0,106137000.0,0.0026349,0.0024,1947,-65279.0,-5.392864,reduction,3.0360966,Q3 2018,CONSUMER DISCRETIONARY,13F,09/30/2021,44.81,86.87
Utz brands  inc.,UTZ,"",6193921.0,106102000.0,0.00263403,0.0031,1948,468696.0,8.186508,addition,8.0891873,Q3 2020,FINANCE,13F,09/30/2021,20.2357,16.7
Evo payments inc,EVOP,"",4473871.0,105941000.0,0.00263004,0.0031,1949,32002.0,0.720462,addition,9.4527185,Q2 2018,FINANCE,13F,09/30/2021,25.3083,23.93
Ww intl inc,WW,"",5795485.0,105767000.0,0.00262572,0.0045,1950,738355.0,14.600277,addition,8.2943264,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,46.3215,20.93
Adient plc,ADNT,"",2550907.0,105735000.0,0.00262492,0.0032,1951,-293548.0,-10.320009,reduction,2.7074591,Q4 2016,CONSUMER DISCRETIONARY,13F,09/30/2021,38.81,46.35
Gray television inc,GTN,"",4625835.0,105561000.0,0.0026206,0.0027,1952,19053.0,0.413586,addition,5.2173293,Q3 2002,COMMUNICATIONS,13F,09/30/2021,13.628,22.31
Coca-cola european partners plc,CCEP,"",1909150.0,105557000.0,0.0026205,0.0028,1953,17325.0,0.915782,addition,0.3941430,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,40.5153,55.55
New york mortgage trust inc,NYMT,"",24711608.0,105271000.0,0.0026134,0.0028,1954,-195310.0,-0.78416,reduction,6.5133651,Q3 2010,REAL ESTATE,13F,09/30/2021,4.86,4.05
Livanova plc,LIVN,"",1325091.0,104934000.0,0.00260504,0.0026,1955,80621.0,6.47834,addition,2.7029563,Q4 2015,HEALTH CARE,13F,09/30/2021,69.5824,85.96
Umh properties  inc.,UMH,"",4565953.0,104561000.0,0.00259578,0.0023,1956,282203.0,6.587756,addition,9.6261442,Q2 2002,REAL ESTATE,13F,09/30/2021,16.1919,23.49
Extreme networks inc.,EXTR,"",10584007.0,104253000.0,0.00258813,0.0029,1957,243910.0,2.358875,addition,8.1597497,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,7.2122,13.01
Kaman corp class a,KAMN,"",2912212.0,103879000.0,0.00257885,0.0036,1958,8876.0,0.305717,addition,10.4617619,Q2 2002,INDUSTRIALS,13F,09/30/2021,37.7736,39.15
Netgear  inc.,NTGR,"",3243242.0,103493000.0,0.00256926,0.0031,1959,-55094.0,-1.670357,reduction,10.6184047,Q3 2003,INFORMATION TECHNOLOGY,13F,09/30/2021,34.97,27.65
Benchmark electronics  inc.,BHE,"",3868780.0,103336000.0,0.00256537,0.0028,1960,-52654.0,-1.342723,reduction,10.8728244,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,20.31,26.04
Microvision inc.,MVIS,"",9291276.0,102669000.0,0.00254881,0.0037,1961,334617.0,3.735958,addition,5.6668102,Q2 2002,INDUSTRIALS,13F,09/30/2021,26.9558,8.62
Canopy growth corp,CGC,"",7397530.0,102530000.0,0.00254536,0.0043,1962,322198.0,4.553822,addition,1.8809441,Q2 2018,HEALTH CARE,13F,09/30/2021,26.4277,13.6
Desktop metal  inc,DM,"",14267585.0,102299000.0,0.00253962,0.0039,1963,801880.0,5.95498,addition,5.5781406,Q1 2021,FINANCE,13F,09/30/2021,13.5878,7.1
Enanta pharmaceuticals inc,ENTA,"",1800363.0,102278000.0,0.0025391,0.002,1964,-56656.0,-3.050911,reduction,8.9061408,Q2 2013,HEALTH CARE,13F,09/30/2021,61.75,92.21
Ceva inc,CEVA,"",2396360.0,102253000.0,0.00253848,0.0028,1965,26542.0,1.120002,addition,10.4441173,Q4 2003,INFORMATION TECHNOLOGY,13F,09/30/2021,26.0462,49.45
Apogee enterprises  inc.,APOG,"",2704094.0,102106000.0,0.00253483,0.0028,1966,-9575.0,-0.352843,reduction,10.5931512,Q2 2002,INDUSTRIALS,13F,09/30/2021,28.34,47.58
Adtran inc,ADTN,"",5430565.0,101878000.0,0.00252917,0.0028,1967,48644.0,0.903841,addition,11.1827891,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,21.4953,22.06
Joyy inc,YY,"",1856254.0,101778000.0,0.00252669,0.0032,1968,-92897.0,-4.766024,reduction,2.9901310,Q4 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,83.74,54.3
Elbit systems ltd,ESLT,"",701635.0,101624000.0,0.00252287,0.0022,1969,19106.0,2.799295,addition,1.5872746,Q1 2015,INDUSTRIALS,13F,09/30/2021,96.4739,153.09
Conduent inc,CNDT,"",15417835.0,101604000.0,0.00252237,0.0028,1970,172482.0,1.131374,addition,7.2502983,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,14.9158,5.62
Heron therapeutics inc,HRTX,"",9500292.0,101558000.0,0.00252123,0.0036,1971,180564.0,1.937439,addition,9.3222839,Q2 2014,HEALTH CARE,13F,09/30/2021,24.6594,10.77
Clearway energy inc class a,CWEN.A,"",3586222.0,101131000.0,0.00251063,0.0022,1972,15161.0,0.424552,addition,10.3649098,Q3 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,13.3232,35.59
Echostar corp.,SATS,"",3959629.0,101010000.0,0.00250762,0.0023,1973,122348.0,3.188403,addition,9.6017994,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,32.5166,29.39
Playtika holding corp,PLTK,"",3653236.0,100939000.0,0.00250586,0.0014,1974,1238738.0,51.304163,addition,0.8918288,Q1 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,26.513,20.85
Schneider national inc,SNDR,"",4428275.0,100699000.0,0.0024999,0.0024,1975,-78740.0,-1.747054,reduction,4.6798303,Q2 2017,TRANSPORTS,13F,09/30/2021,24.53,25.67
Tfs financial corp,TFSL,"",5275903.0,100559000.0,0.00249643,0.0026,1976,35431.0,0.676103,addition,1.8800622,Q2 2007,FINANCE,13F,09/30/2021,13.2096,19.6
Bjs restaurants inc.,BJRI,"",2401999.0,100307000.0,0.00249017,0.0029,1977,2695.0,0.112324,addition,10.3106140,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,41.9198,34.74
U.s. physical therapy  inc.,USPH,"",905646.0,100164000.0,0.00248662,0.0026,1978,-10666.0,-1.164014,reduction,7.0167411,Q2 2002,HEALTH CARE,13F,09/30/2021,58.0,97.8
Childrens place inc,PLCE,"",1329463.0,100056000.0,0.00248394,0.0032,1979,-39302.0,-2.871348,reduction,9.0643225,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,60.3,104.55
Revance therapeutics inc,RVNC,"",3584905.0,99876000.0,0.00247947,0.0027,1980,-27843.0,-0.770688,reduction,4.9908382,Q1 2014,HEALTH CARE,13F,09/30/2021,23.53,14.16
Csw industrials inc,CSWI,"",781334.0,99775000.0,0.00247696,0.0023,1981,16184.0,2.115141,addition,4.9658324,Q4 2015,MATERIALS,13F,09/30/2021,44.49,142.89
Enova international inc,ENVA,"",2883374.0,99620000.0,0.00247312,0.0025,1982,-24469.0,-0.841483,reduction,7.8195532,Q4 2014,FINANCE,13F,09/30/2021,23.03,40.97
Powerschool holdings inc,PWSC,"",4045181.0,99552000.0,0.00247143,,1983,4045181.0,,new,2.0388829,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,24.61,23.35
Dillards inc.,DDS,"",577018.0,99547000.0,0.0024713,0.0032,1984,-137854.0,-19.283732,reduction,3.4703643,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,67.88,351.92
Steelcase inc. class a,SCS,"",7840948.0,99423000.0,0.00246823,0.0029,1985,18151.0,0.232027,addition,8.7072830,Q2 2002,INDUSTRIALS,13F,09/30/2021,13.7076,12.53
Liberty global plc class a,LBTYA,"",3324980.0,99084000.0,0.00245981,0.0022,1986,55308.0,1.691546,addition,1.8830753,Q2 2004,COMMUNICATIONS,13F,09/30/2021,29.7902,28.43
Ssr mining,SSRM,"",6777565.0,98614000.0,0.00244814,0.0026,1987,100514.0,1.505365,addition,3.1626250,Q1 2015,MATERIALS,13F,09/30/2021,13.6929,19.78
Fb financial corp,FBK,"",2299356.0,98597000.0,0.00244772,0.0021,1988,69311.0,3.108054,addition,4.8547234,Q3 2016,FINANCE,13F,09/30/2021,31.5036,46.81
Wabash national corp.,WNC,"",6496905.0,98298000.0,0.0024403,0.0026,1989,-105075.0,-1.591568,reduction,12.9913967,Q2 2002,INDUSTRIALS,13F,09/30/2021,12.14,18.53
Trinseo plc,TSE,"",1815910.0,98022000.0,0.00243344,0.0027,1990,9203.0,0.50938,addition,4.6768261,Q3 2014,MATERIALS,13F,09/30/2021,43.384,54.54
Scansource inc.,SCSC,"",2812051.0,97831000.0,0.0024287,0.0019,1991,40697.0,1.468488,addition,11.0278823,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,31.5772,35.26
Wideopenwest inc,WOW,"",4977217.0,97802000.0,0.00242798,0.0026,1992,10967.0,0.220831,addition,5.7141251,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,9.3428,20.06
Spotify technology sa,SPOT,"",433653.0,97719000.0,0.00242592,0.0029,1993,13678.0,3.256861,addition,0.2419305,Q2 2019,COMMUNICATIONS,13F,09/30/2021,157.7319,271.95
Mesa laboratories  inc.,MLAB,"",322783.0,97597000.0,0.00242289,0.0021,1994,6738.0,2.131975,addition,6.2032951,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,170.6872,311.18
Eplus inc.,PLUS,"",949635.0,97442000.0,0.00241905,0.002,1995,4048.0,0.428094,addition,7.0315447,Q1 2010,INFORMATION TECHNOLOGY,13F,09/30/2021,56.3281,115.38
Privia health group inc,PRVA,"",4126746.0,97226000.0,0.00241368,0.0073,1996,-2448757.0,-37.240603,reduction,3.9026200,Q2 2021, ,13F,09/30/2021,44.37,30.96
360 digitech inc,QFIN,"",4779264.0,97114000.0,0.0024109,0.0049,1997,36301.0,0.765365,addition,3.6119913,Q4 2019,FINANCE,13F,09/30/2021,18.7123,26.83
Ichor holdings ltd,ICHR,"",2363067.0,97098000.0,0.00241051,0.0031,1998,74700.0,3.264337,addition,8.3326969,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,30.3409,48.86
American woodmark corp,AMWD,"",1484890.0,97068000.0,0.00240976,0.0031,1999,-42941.0,-2.810586,reduction,8.9622600,Q2 2002,INDUSTRIALS,13F,09/30/2021,72.97,71.14
Rocket pharmaceuticals inc,RCKT,"",3245388.0,97004000.0,0.00240817,0.0035,2000,37623.0,1.172873,addition,5.0370947,Q2 2015,HEALTH CARE,13F,09/30/2021,27.8539,26.88
Triumph group  inc.,TGI,"",5174758.0,96405000.0,0.0023933,0.0026,2001,146764.0,2.918937,addition,8.0104179,Q2 2002,INDUSTRIALS,13F,09/30/2021,28.599,21.37
Civitas resources inc,CIVI,"",2011125.0,96333000.0,0.00239151,0.0021,2002,210583.0,11.695534,addition,6.5192790,Q1 2012,ENERGY,13F,09/30/2021,233284.2711,55.37
Meridian bioscience inc,VIVO,"",5003622.0,96270000.0,0.00238995,0.0028,2003,-71162.0,-1.402267,reduction,11.5413846,Q2 2002,HEALTH CARE,13F,09/30/2021,19.56,20.09
Repay hldgs corp cl a,RPAY,"",4143071.0,95415000.0,0.00236872,0.0024,2004,134625.0,3.358533,addition,4.5736202,Q3 2019,FINANCE,13F,09/30/2021,20.321,19.55
Invesco mortgage capital inc,IVR,"",30178547.0,95062000.0,0.00235996,0.0029,2005,545570.0,1.841091,addition,10.4178638,Q3 2009,REAL ESTATE,13F,09/30/2021,9.287,3.13
Clear channel outdoor holdings inc,CCO,"",34925900.0,94649000.0,0.00234971,0.0023,2006,-138104.0,-0.393863,reduction,7.4172793,Q4 2005,COMMUNICATIONS,13F,09/30/2021,3.77,3.47
Armada hoffler properties inc,AHH,"",7066036.0,94473000.0,0.00234534,0.0023,2007,17465.0,0.247781,addition,11.5853720,Q2 2013,REAL ESTATE,13F,09/30/2021,13.7491,14.63
Realreal inc,REAL,"",7148671.0,94219000.0,0.00233903,0.0029,2008,1296800.0,22.160434,addition,7.8069921,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,16.2907,16.17
Interface inc,TILE,"",6204248.0,93994000.0,0.00233345,0.0024,2009,-21061.0,-0.338313,reduction,10.5058922,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,16.63,16.71
Travere therapeutics inc,TVTX,"",3865481.0,93738000.0,0.00232709,0.0014,2010,30725.0,0.801224,addition,6.3663715,Q1 2014,MATERIALS,13F,09/30/2021,21.2342,29.23
Southside bancshares  inc.,SBSI,"",2439717.0,93417000.0,0.00231912,0.0021,2011,270304.0,12.459776,addition,7.4714515,Q1 2004,FINANCE,13F,09/30/2021,29.4869,43.98
Kingsoft cloud holdings limited adr,KC,"",3297306.0,93380000.0,0.0023182,0.0026,2012,216115.0,7.014009,addition,1.4738270,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,37.188,22.79
Cortexyme inc,CRTX,"",1012923.0,92845000.0,0.00230492,0.0012,2013,96587.0,10.540566,addition,3.4121482,Q2 2019,HEALTH CARE,13F,09/30/2021,49.4312,14.0
Ziprecruiter inc,ZIP,"",3363262.0,92826000.0,0.00230445,0.0023,2014,-288963.0,-7.911971,reduction,4.0486148,Q2 2021,INDUSTRIALS,13F,09/30/2021,8.75,31.86
Alamo group inc.,ALG,"",665032.0,92793000.0,0.00230363,0.0025,2015,185.0,0.027826,addition,5.5754801,Q2 2002,INDUSTRIALS,13F,09/30/2021,63.0713,154.58
Petroleo brasileiro sa petrobras class a adr,PBR.A,"",9249620.0,92497000.0,0.00229628,0.0027,2016,111236.0,1.217239,addition,0.3302231,Q1 2005,ENERGY,13F,09/30/2021,24.8196,9.6
Tower semiconductor ltd,TSEM,"",3084806.0,92235000.0,0.00228978,0.0022,2017,86396.0,2.881394,addition,2.8505153,Q1 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,18.3624,36.67
Armour residential reit inc,ARR,"",8556137.0,92235000.0,0.00228978,0.002,2018,1354325.0,18.805337,addition,12.0096203,Q2 2011,REAL ESTATE,13F,09/30/2021,824.5902,10.35
Designer brands inc,DBI,"",6586526.0,91750000.0,0.00227774,0.0028,2019,-105182.0,-1.571826,reduction,10.0916783,Q3 2005,CONSUMER DISCRETIONARY,13F,09/30/2021,23.7,16.12
Zumiez inc,ZUMZ,"",2307041.0,91728000.0,0.00227719,0.0028,2020,7528.0,0.327374,addition,9.1678637,Q4 2005,CONSUMER DISCRETIONARY,13F,09/30/2021,26.9918,51.0
Canoo inc,GOEV,"",11925456.0,91707000.0,0.00227667,0.0033,2021,-1231455.0,-9.359758,reduction,5.0214309,Q1 2021,FINANCE,13F,09/30/2021,9.28,10.8
Yandex n.v.,YNDX,"",1150638.0,91695000.0,0.00227637,0.002,2022,37249.0,3.345551,addition,0.3612657,Q4 2012,COMMUNICATIONS,13F,09/30/2021,55.4025,81.77
Hibbett sports  inc.,HIBB,"",1294753.0,91591000.0,0.00227379,0.0026,2023,147301.0,12.837225,addition,8.7451320,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,31.6217,93.72
Smart global holdings inc,SGH,"",2047328.0,91106000.0,0.00226175,0.0018,2024,567642.0,38.362328,addition,8.4388613,Q3 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,38.9132,58.18
Radnet inc,RDNT,"",3107799.0,91090000.0,0.00226135,0.0025,2025,155026.0,5.250183,addition,5.8484743,Q1 2007,HEALTH CARE,13F,09/30/2021,12.4454,29.92
Parsons corp,PSN,"",2697403.0,91065000.0,0.00226073,0.0022,2026,405472.0,17.691283,addition,2.6315413,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,36.5554,35.96
Dril-quip  inc.,DRQ,"",3616195.0,91056000.0,0.00226051,0.0033,2027,-345830.0,-8.728617,reduction,10.2062707,Q2 2002,ENERGY,13F,09/30/2021,54.03,20.98
World acceptance corp.,WRLD,"",478319.0,90679000.0,0.00225115,0.0019,2028,-829.0,-0.173015,reduction,7.1466693,Q2 2002,FINANCE,13F,09/30/2021,58.35,224.75
Autohome inc adr,ATHM,"",1926050.0,90390000.0,0.00224398,0.0034,2029,-213385.0,-9.973895,reduction,1.5124436,Q2 2017,COMMUNICATIONS,13F,09/30/2021,73.81,34.44
Hyliion holdings corp,HYLN,"",10745812.0,90264000.0,0.00224085,0.0027,2030,1411158.0,15.117411,addition,6.2097382,Q4 2020,INDUSTRIALS,13F,09/30/2021,14.5068,7.29
Saul centers inc,BFS,"",2046829.0,90184000.0,0.00223886,0.0023,2031,22904.0,1.131662,addition,8.6730042,Q2 2002,REAL ESTATE,13F,09/30/2021,44.3369,51.59
Didi global inc,DIDI,"",11531610.0,89831000.0,0.0022301,0.0005,2032,10225510.0,782.904066,addition,0.2648571,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,8.5092,8.64
Guess inc,GES,"",4266807.0,89645000.0,0.00222548,0.0028,2033,19730.0,0.464555,addition,6.5686936,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,22.9311,21.82
Now inc,DNOW,"",11717201.0,89636000.0,0.00222526,0.0027,2034,129517.0,1.117713,addition,10.5981593,Q2 2014,ENERGY,13F,09/30/2021,23.8292,9.85
Alamos gold inc,AGI,"",12440291.0,89571000.0,0.00222364,0.0023,2035,379772.0,3.148886,addition,3.1707595,Q1 2015,MATERIALS,13F,09/30/2021,5.9009,8.53
Flextronics international inc.,FLEX,"",5065019.0,89549000.0,0.0022231,0.0023,2036,-31337.0,-0.61489,reduction,1.0374339,Q2 2003,INFORMATION TECHNOLOGY,13F,09/30/2021,11.81,19.4
Btrs holdings inc,BTRS,"",8400063.0,89378000.0,0.00221885,0.003,2037,-1177320.0,-12.292711,reduction,5.4896625,Q1 2021,FINANCE,13F,09/30/2021,13.64,8.68
James river group holdings ltd,JRVR,"",2366203.0,89276000.0,0.00221632,0.0022,2038,31276.0,1.339485,addition,6.3477307,Q1 2015,FINANCE,13F,09/30/2021,36.9998,29.49
Generation bio co.,GBIO,"",3551075.0,89026000.0,0.00221011,0.0022,2039,325749.0,10.099723,addition,6.2540304,Q2 2020,HEALTH CARE,13F,09/30/2021,28.4669,19.62
Weis markets inc,WMK,"",1693570.0,88997000.0,0.00220939,0.0021,2040,31765.0,1.911476,addition,6.2961637,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,46.1229,64.2
Houghton mifflin harcourt co,HMHC,"",6623136.0,88948000.0,0.00220818,0.0018,2041,-71931.0,-1.074388,reduction,5.1982858,Q4 2013,CONSUMER DISCRETIONARY,13F,09/30/2021,12.66,16.05
Netstreit corp.,NTST,"",3760126.0,88927000.0,0.00220766,0.0021,2042,54533.0,1.47164,addition,9.4995358,Q3 2020,REAL ESTATE,13F,09/30/2021,22.0042,23.62
Kearny financial corp,KRNY,"",7152851.0,88910000.0,0.00220723,0.0021,2043,132264.0,1.883945,addition,9.3202965,Q1 2005,FINANCE,13F,09/30/2021,12.587,13.29
National healthcare corp,NHC,"",1269638.0,88850000.0,0.00220575,0.0022,2044,13817.0,1.100236,addition,8.2319798,Q2 2002,HEALTH CARE,13F,09/30/2021,62.0077,70.9
Weibo corp adr,WB,"",1870726.0,88840000.0,0.0022055,0.0027,2045,-181583.0,-8.847742,reduction,1.4838918,Q4 2016,COMMUNICATIONS,13F,09/30/2021,81.74,43.34
Corsair gaming  inc.,CRSR,"",3418340.0,88638000.0,0.00220048,0.0022,2046,769719.0,29.061123,addition,3.6440255,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,32.1906,25.77
Methanex corp,MEOH,"",1922281.0,88502000.0,0.00219711,0.0015,2047,40410.0,2.147331,addition,2.5223713,Q1 2015,MATERIALS,13F,09/30/2021,44.5422,43.9
Biolife solutions inc,BLFS,"",2084802.0,88228000.0,0.0021903,0.0019,2048,334308.0,19.097923,addition,5.1223894,Q1 2015,HEALTH CARE,13F,09/30/2021,27.6766,51.71
Pulmonx corp.,LUNG,"",2452115.0,88227000.0,0.00219028,0.0021,2049,563840.0,29.860057,addition,6.6832909,Q4 2020,HEALTH CARE,13F,09/30/2021,53.4373,37.01
Squarespace inc,SQSP,"",2281962.0,88175000.0,0.00218899,0.0022,2050,784438.0,52.382332,addition,2.5312955,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,52.2702,46.86
Cardiovascular systems inc,CSII,"",2681401.0,88031000.0,0.00218541,0.0028,2051,21049.0,0.791211,addition,6.6688115,Q1 2009,HEALTH CARE,13F,09/30/2021,29.7246,25.23
Quanterix corp,QTRX,"",1766080.0,87933000.0,0.00218298,0.0023,2052,161118.0,10.038742,addition,4.8355495,Q4 2017,HEALTH CARE,13F,09/30/2021,34.6226,49.41
Alexanders  inc.,ALX,"",337262.0,87897000.0,0.00218209,0.0022,2053,5494.0,1.655976,addition,6.6035412,Q2 2002,REAL ESTATE,13F,09/30/2021,353.3445,271.2
Cars.com inc,CARS,"",6935052.0,87728000.0,0.00217789,0.0024,2054,179685.0,2.659885,addition,10.0559605,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,24.1735,12.76
Axsome therapeutics inc,AXSM,"",2656885.0,87572000.0,0.00217402,0.0044,2055,42740.0,1.634951,addition,7.0508165,Q1 2016,HEALTH CARE,13F,09/30/2021,47.7482,34.55
Duolingo inc,DUOL,"",525417.0,87408000.0,0.00216995,,2056,525417.0,,new,4.0984581,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,166.36,141.28
Global medical reit inc,GMRE,"",5932593.0,87208000.0,0.00216498,0.0021,2057,150242.0,2.598286,addition,9.2412426,Q3 2016,REAL ESTATE,13F,09/30/2021,12.0976,16.52
Stock yards bancorp inc (s.y. bancorp inc),SYBT,"",1482077.0,86924000.0,0.00215793,0.0017,2058,174753.0,13.36723,addition,5.5745409,Q2 2002,FINANCE,13F,09/30/2021,27.0447,65.34
Nextgen healthcare inc,NXGN,"",6163776.0,86909000.0,0.00215756,0.0025,2059,183958.0,3.076314,addition,9.1542845,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,18.1941,16.94
Latch inc,LTCH,"",7705736.0,86844000.0,0.00215595,0.0007,2060,5505337.0,250.197214,addition,5.4545818,Q2 2021,FINANCE,13F,09/30/2021,11.5556,8.83
C4 therapeutics  inc.,CCCC,"",1938575.0,86616000.0,0.00215029,0.0013,2061,531735.0,37.796409,addition,4.0008345,Q4 2020,HEALTH CARE,13F,09/30/2021,38.7727,40.83
Northfield bancorp inc,NFBK,"",5041479.0,86511000.0,0.00214768,0.002,2062,117892.0,2.394433,addition,9.9231057,Q4 2007,FINANCE,13F,09/30/2021,13.7809,17.67
Laredo petroleum inc,LPI,"",1065491.0,86380000.0,0.00214443,0.0018,2063,304775.0,40.064229,addition,8.2596202,Q1 2012,ENERGY,13F,09/30/2021,153.9009,65.99
Core & main inc,CNM,"",3293605.0,86325000.0,0.00214306,,2064,3293605.0,,new,2.0576394,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,26.21,29.06
Hayward holdings inc,HAYW,"",3879230.0,86274000.0,0.00214179,0.0025,2065,990.0,0.025527,addition,1.6785846,Q1 2021,INDUSTRIALS,13F,09/30/2021,18.0111,27.51
Freshworks inc,FRSH,"",2016150.0,86070000.0,0.00213673,,2066,2016150.0,,new,N/A,Q3 2021, ,13F,09/30/2021,42.69,38.73
Arcus biosciences inc,RCUS,"",2466479.0,86007000.0,0.00213517,0.0017,2067,37.0,0.0015,addition,3.4547409,Q1 2018,HEALTH CARE,13F,09/30/2021,16.8903,36.91
Mister car wash inc,MCW,"",4700795.0,85790000.0,0.00212978,0.0001,2068,4500795.0,2250.3975,addition,N/A,Q2 2021, ,13F,09/30/2021,,
The bancorp inc,TBBK,"",3368582.0,85730000.0,0.00212829,0.0019,2069,79195.0,2.407591,addition,5.9074714,Q1 2004,FINANCE,13F,09/30/2021,13.1072,30.07
Madrigal pharmaceuticals inc,MDGL,"",1071530.0,85497000.0,0.00212251,0.0025,2070,22220.0,2.117582,addition,6.4549817,Q4 2007,HEALTH CARE,13F,09/30/2021,384.7718,86.96
